,image,emotion
2588,David_Beckham_0026.jpg,positive
2589,David_Beckham_0027.jpg,positive
2590,David_Beckham_0028.jpg,neutral
2591,David_Beckham_0029.jpg,neutral
2592,David_Beckham_0030.jpg,positive
2593,David_Beckham_0031.jpg,neutral
2594,David_Bell_0002.jpg,neutral
2595,David_Bisbal_0001.jpg,neutral
2596,David_Blaine_0001.jpg,neutral
2597,David_Bowie_0001.jpg,neutral
2598,David_Braley_0001.jpg,positive
2599,David_Brent_0001.jpg,neutral
2600,David_Brinkley_0001.jpg,neutral
2601,David_Brown_0001.jpg,neutral
2602,David_Canary_0001.jpg,positive
2603,David_Caraway_0001.jpg,neutral
2604,David_Caraway_0002.jpg,neutral
2605,David_Carradine_0001.jpg,neutral
2606,David_Caruso_0001.jpg,neutral
2607,David_Caruso_0002.jpg,neutral
2608,David_Caruso_0003.jpg,neutral
2609,David_Collenette_0001.jpg,neutral
2610,David_Coulthard_0001.jpg,neutral
2611,David_Coulthard_0002.jpg,positive
2612,David_Dewayne_Williams_0001.jpg,positive
2613,David_Dewhurst_0001.jpg,neutral
2614,David_Dodge_0001.jpg,neutral
2615,David_Dodge_0002.jpg,neutral
2616,David_Donohue_0001.jpg,neutral
2617,David_Dorfman_0001.jpg,positive
2618,David_Duke_0001.jpg,positive
2619,David_Duval_0001.jpg,positive
2620,David_Eldon_0001.jpg,neutral
2621,David_Gest_0001.jpg,neutral
2622,David_Glenn_0001.jpg,positive
2623,David_Hannay_0001.jpg,neutral
2624,David_Hanson_0001.jpg,positive
2625,David_Hasselhoff_0001.jpg,positive
2626,David_Heymann_0001.jpg,neutral
2627,David_Heymann_0002.jpg,neutral
2628,David_Heymann_0003.jpg,neutral
2629,David_Heymann_0004.jpg,neutral
2630,David_Heymann_0005.jpg,neutral
2631,David_Heyman_0001.jpg,positive
2632,David_Heyman_0002.jpg,positive
2633,David_Hilt_0001.jpg,neutral
2634,David_Howard_0001.jpg,neutral
2635,David_Ho_0001.jpg,neutral
2636,David_Hyde_Pierce_0001.jpg,neutral
2637,David_Hyde_Pierce_0004.jpg,positive
2638,David_Kelley_0001.jpg,positive
2639,David_Kelley_0002.jpg,positive
2640,David_Kelly_0001.jpg,neutral
2641,David_Leahy_0001.jpg,neutral
2642,David_Leahy_0002.jpg,neutral
2643,David_McCallum_0001.jpg,neutral
2644,David_McKiernan_0001.jpg,neutral
2645,David_Millar_0001.jpg,positive
2646,David_Modell_0001.jpg,negative
2647,David_Montoya_0001.jpg,positive
2648,David_Myers_0001.jpg,neutral
2649,David_Myers_0002.jpg,neutral
2650,David_Nalbandian_0001.jpg,neutral
2651,David_Nalbandian_0002.jpg,positive
2652,David_Nalbandian_0003.jpg,positive
2653,David_Nalbandian_0004.jpg,neutral
2654,David_Nalbandian_0005.jpg,neutral
2655,David_Nalbandian_0006.jpg,negative
2656,David_Nalbandian_0007.jpg,neutral
2657,David_Nalbandian_0008.jpg,neutral
2658,David_Nalbandian_0009.jpg,neutral
2659,David_Nalbandian_0010.jpg,neutral
2660,David_Nalbandian_0011.jpg,positive
2661,David_Nalbandian_0012.jpg,neutral
2662,David_Nalbandian_0013.jpg,neutral
2663,David_Nalbandian_0014.jpg,neutral
2664,David_Obey_0001.jpg,positive
2665,David_Provost_0001.jpg,neutral
2666,David_Przybyszewski_0001.jpg,neutral
2667,David_Rivkin_Jr_0001.jpg,neutral
2668,David_Scott_Morris_0001.jpg,neutral
2669,David_Shayler_0001.jpg,positive
2670,David_Sibleyk_0001.jpg,neutral
2671,David_Siegel_0001.jpg,neutral
2672,David_Sousa_0001.jpg,positive
2673,David_Spade_0001.jpg,neutral
2674,David_Spade_0002.jpg,neutral
2675,David_Stern_0001.jpg,positive
2676,David_Stern_0002.jpg,neutral
2677,David_Stern_0003.jpg,positive
2678,David_Stern_0004.jpg,positive
2679,David_Suazo_0001.jpg,neutral
2680,David_Surrett_0001.jpg,neutral
2681,David_Tornberg_0001.jpg,neutral
2682,David_Trimble_0001.jpg,neutral
2683,David_Trimble_0002.jpg,neutral
2684,David_Trimble_0003.jpg,neutral
2685,David_Trimble_0004.jpg,neutral
2686,David_Trimble_0005.jpg,positive
2687,David_Welch_0001.jpg,neutral
2688,David_Wells_0001.jpg,neutral
2689,David_Wells_0003.jpg,neutral
2690,David_Wells_0004.jpg,neutral
2691,David_Wells_0005.jpg,neutral
2692,David_Wells_0006.jpg,neutral
2693,David_Wells_0007.jpg,neutral
2694,David_Westerfield_0001.jpg,neutral
2695,David_Wolf_0001.jpg,neutral
2696,David_Wolf_0002.jpg,positive
2697,David_Zeplowitz_0001.jpg,positive
2698,Davis_Love_III_0001.jpg,neutral
2699,Dawna_LoPiccolo_0001.jpg,positive
2700,Dawn_Staley_0001.jpg,positive
2701,Dean_Barker_0001.jpg,neutral
2702,Dean_Barkley_0001.jpg,neutral
2703,Dean_Barkley_0002.jpg,neutral
2704,Dean_Barkley_0003.jpg,neutral
2705,Dean_Barkley_0004.jpg,neutral
2706,Dean_Jacek_0001.jpg,neutral
2707,Dean_Sheremet_0001.jpg,positive
2708,Debbie_Allen_0001.jpg,positive
2709,Debbie_Reynolds_0001.jpg,positive
2710,Debbie_Reynolds_0002.jpg,positive
2711,Debbie_Reynolds_0003.jpg,positive
2712,Debbie_Reynolds_0004.jpg,positive
2713,Debra_Brown_0001.jpg,positive
2714,Debra_Brown_0002.jpg,positive
2715,Debra_Messing_0001.jpg,positive
2716,Debra_Messing_0002.jpg,positive
2717,Debra_Messing_0003.jpg,positive
2718,Debra_Rose_0001.jpg,neutral
2719,Debra_Shank_0001.jpg,neutral
2720,Debra_Yang_0001.jpg,neutral
2721,Deb_Santos_0001.jpg,neutral
2722,Deece_Eckstein_0001.jpg,positive
2723,Deena_Burnett_0001.jpg,neutral
2724,Deepa_Mehta_0001.jpg,positive
2725,Della_Clara_0001.jpg,positive
2726,Delphine_Chuillot_0001.jpg,positive
2727,Demetrin_Veal_0001.jpg,neutral
2728,Demetrius_Ferraciu_0001.jpg,positive
2729,Demetrius_Ferraciu_0002.jpg,positive
2730,Demi_Moore_0001.jpg,positive
2731,Demi_Moore_0002.jpg,positive
2732,Demi_Moore_0003.jpg,neutral
2733,Demi_Moore_0004.jpg,positive
2734,Denise_Johnson_0001.jpg,neutral
2735,Denise_Johnson_0002.jpg,positive
2736,Denise_Locke_0001.jpg,positive
2737,Denise_van_Outen_0001.jpg,positive
2738,Denis_Coderre_0001.jpg,positive
2739,Deniz_Baykal_0001.jpg,neutral
2740,Dennis_Archer_0001.jpg,positive
2741,Dennis_Erickson_0001.jpg,neutral
2742,Dennis_Erickson_0002.jpg,positive
2743,Dennis_Hastert_0001.jpg,neutral
2744,Dennis_Hastert_0002.jpg,neutral
2745,Dennis_Hastert_0003.jpg,neutral
2746,Dennis_Hastert_0004.jpg,neutral
2747,Dennis_Hastert_0005.jpg,neutral
2748,Dennis_Hastert_0006.jpg,positive
2749,Dennis_Johnson_0001.jpg,neutral
2750,Dennis_Kozlowski_0001.jpg,neutral
2751,Dennis_Kozlowski_0002.jpg,neutral
2752,Dennis_Kucinich_0001.jpg,neutral
2753,Dennis_Kucinich_0002.jpg,positive
2754,Dennis_Kucinich_0003.jpg,neutral
2755,Dennis_Kucinich_0004.jpg,negative
2756,Dennis_Kucinich_0005.jpg,neutral
2757,Dennis_Kucinich_0006.jpg,negative
2758,Dennis_Kucinich_0007.jpg,neutral
2759,Dennis_Miller_0001.jpg,neutral
2760,Dennis_Oswald_0001.jpg,neutral
2761,Dennis_Powell_0001.jpg,neutral
2762,Dennis_Powell_0002.jpg,positive
2763,Denys_Arcand_0001.jpg,positive
2764,Denzel_Washington_0001.jpg,neutral
2765,Denzel_Washington_0002.jpg,neutral
2766,Denzel_Washington_0003.jpg,positive
2767,Denzel_Washington_0004.jpg,neutral
2768,Denzel_Washington_0005.jpg,neutral
2769,Derek_Abney_0001.jpg,neutral
2770,Derek_Bond_0001.jpg,positive
2771,Derek_Jeter_0001.jpg,neutral
2772,Derek_Jeter_0002.jpg,negative
2773,Derek_Jeter_0003.jpg,positive
2774,Derek_Jeter_0004.jpg,neutral
2775,Derek_King_0001.jpg,neutral
2776,Derek_Lowe_0001.jpg,neutral
2777,Derek_Lowe_0002.jpg,neutral
2778,Derek_Parra_0001.jpg,positive
2779,Derian_Hatcher_0001.jpg,positive
2780,Derrick_Battie_0001.jpg,neutral
2781,Derrick_Rodgers_0001.jpg,neutral
2782,Derrick_Taylor_0001.jpg,positive
2783,Desiree_Lemosi_0001.jpg,neutral
2784,Desiree_Lemosi_0002.jpg,positive
2785,Desiree_McKenzie_0001.jpg,positive
2786,Desmon_Farmer_0001.jpg,positive
2787,Des_Brown_0001.jpg,neutral
2788,Dewayne_White_0001.jpg,positive
2789,Dexter_Jackson_0001.jpg,positive
2790,Dexter_Jackson_0002.jpg,neutral
2791,Diana_Krall_0001.jpg,neutral
2792,Diana_Krall_0002.jpg,neutral
2793,Diana_Krall_0003.jpg,positive
2794,Diana_Krall_0004.jpg,neutral
2795,Diana_Krall_0005.jpg,neutral
2796,Diana_Krall_0006.jpg,positive
2797,Diana_Munz_0001.jpg,positive
2798,Diana_Munz_0002.jpg,positive
2799,Diana_Munz_0003.jpg,positive
2800,Diana_Renee_Valdivieso_Dubon_0001.jpg,positive
2801,Diana_Ross_0001.jpg,positive
2802,Diana_Silvius_0001.jpg,positive
2803,Diana_Taurasi_0001.jpg,positive
2804,Diana_Taurasi_0002.jpg,neutral
2805,Diana_Taylor_0001.jpg,positive
2806,Diane_Green_0001.jpg,neutral
2807,Diane_Green_0002.jpg,neutral
2808,Diane_Ladd_0001.jpg,neutral
2809,Diane_Lane_0001.jpg,positive
2810,Dianne_Feinstein_0001.jpg,neutral
2811,Dianne_Feinstein_0002.jpg,positive
2812,Dianne_Feinstein_0003.jpg,neutral
2813,Dianne_Reeves_0001.jpg,positive
2814,Dick_Armey_0001.jpg,positive
2815,Dick_Bennett_0001.jpg,positive
2816,Dick_Cheney_0001.jpg,neutral
2817,Dick_Cheney_0002.jpg,positive
2818,Dick_Cheney_0003.jpg,neutral
2819,Dick_Cheney_0004.jpg,neutral
2820,Dick_Cheney_0005.jpg,neutral
2821,Dick_Cheney_0007.jpg,neutral
2822,Dick_Cheney_0008.jpg,neutral
2823,Dick_Cheney_0009.jpg,neutral
2824,Dick_Cheney_0010.jpg,positive
2825,Dick_Cheney_0011.jpg,positive
2826,Dick_Cheney_0012.jpg,neutral
2827,Dick_Cheney_0013.jpg,positive
2828,Dick_Cheney_0014.jpg,positive
2829,Dick_Clark_0001.jpg,positive
2830,Dick_Clark_0002.jpg,neutral
2831,Dick_Clark_0003.jpg,positive
2832,Dick_Devine_0001.jpg,neutral
2833,Dick_Jauron_0001.jpg,neutral
2834,Dick_Latessa_0001.jpg,neutral
2835,Dick_Latessa_0002.jpg,positive
2836,Dick_Posthumus_0001.jpg,positive
2837,Dick_Smothers_0001.jpg,positive
2838,Dick_Vermeil_0002.jpg,negative
2839,Didier_Defago_0001.jpg,positive
2840,Diego_Armando_Maradona_0001.jpg,positive
2841,Diego_Colorado_0001.jpg,neutral
2842,Diego_Diego_Lerman_0001.jpg,neutral
2843,Dieter_Holzer_0001.jpg,neutral
2844,Dieter_Zetsche_0001.jpg,neutral
2845,Dimitar_Berbatov_0001.jpg,neutral
2846,Dimitri_Perricos_0001.jpg,neutral
2847,Dinah_Turner_0001.jpg,positive
2848,Dinora_Rosales_0001.jpg,neutral
2849,Dino_de_Laurentis_0001.jpg,neutral
2850,Dino_de_Laurentis_0002.jpg,neutral
2851,Dino_Risi_0001.jpg,neutral
2852,Din_Samsudin_0001.jpg,neutral
2853,Dionigi_Tettamanzi_0001.jpg,positive
2854,Dionne_Warwick_0001.jpg,positive
2855,Dionyssis_Georgiadis_0001.jpg,neutral
2856,Dirk_Kempthorne_0001.jpg,neutral
2857,Dita_Von_Tesse_0001.jpg,positive
2858,Djabir_Said-Guerni_0001.jpg,neutral
2859,Doc_Rivers_0001.jpg,negative
2860,Dolly_Parton_0001.jpg,positive
2861,Dolly_Parton_0002.jpg,positive
2862,Dolma_Tsering_0001.jpg,positive
2863,Dolma_Tsering_0002.jpg,positive
2864,Dominick_Dunne_0001.jpg,neutral
2865,Dominic_Monaghan_0001.jpg,neutral
2866,Dominik_Garcia-Lorido_0002.jpg,positive
2867,Dominik_Hrbaty_0001.jpg,positive
2868,Dominique_de_Villepin_0001.jpg,positive
2869,Dominique_de_Villepin_0002.jpg,neutral
2870,Dominique_de_Villepin_0003.jpg,positive
2871,Dominique_de_Villepin_0004.jpg,neutral
2872,Dominique_de_Villepin_0005.jpg,neutral
2873,Dominique_de_Villepin_0006.jpg,positive
2874,Dominique_de_Villepin_0007.jpg,neutral
2875,Dominique_de_Villepin_0008.jpg,neutral
2876,Dominique_de_Villepin_0009.jpg,neutral
2877,Dominique_de_Villepin_0010.jpg,neutral
2878,Dominique_de_Villepin_0011.jpg,neutral
2879,Dominique_de_Villepin_0012.jpg,positive
2880,Dominique_de_Villepin_0014.jpg,positive
2881,Dominique_de_Villepin_0015.jpg,positive
2882,Dominique_Perben_0001.jpg,positive
2883,Donald_Anderson_0001.jpg,neutral
2884,Donald_Carty_0001.jpg,neutral
2885,Donald_Evans_0001.jpg,neutral
2886,Donald_Evans_0002.jpg,positive
2887,Donald_Fehr_0001.jpg,neutral
2888,Donald_Fehr_0002.jpg,neutral
2889,Donald_Fehr_0003.jpg,positive
2890,Donald_Fehr_0004.jpg,neutral
2891,Donald_Hays_0001.jpg,neutral
2892,Donald_Keck_0001.jpg,positive
2893,Donald_Pettit_0001.jpg,positive
2894,Donald_Pettit_0002.jpg,positive
2895,Donald_Pettit_0003.jpg,positive
2896,Donald_Regan_0001.jpg,neutral
2897,Donald_Rumsfeld_0001.jpg,neutral
2898,Donald_Rumsfeld_0002.jpg,neutral
2899,Donald_Rumsfeld_0003.jpg,neutral
2900,Donald_Rumsfeld_0004.jpg,positive
2901,Donald_Rumsfeld_0005.jpg,neutral
2902,Donald_Rumsfeld_0006.jpg,neutral
2903,Donald_Rumsfeld_0007.jpg,positive
2904,Donald_Rumsfeld_0008.jpg,positive
2905,Donald_Rumsfeld_0009.jpg,positive
2906,Donald_Rumsfeld_0010.jpg,neutral
2907,Donald_Rumsfeld_0011.jpg,neutral
2908,Donald_Rumsfeld_0012.jpg,neutral
2909,Donald_Rumsfeld_0013.jpg,neutral
2910,Donald_Rumsfeld_0014.jpg,positive
2911,Donald_Rumsfeld_0015.jpg,neutral
2912,Donald_Rumsfeld_0016.jpg,neutral
2913,Donald_Rumsfeld_0017.jpg,neutral
2914,Donald_Rumsfeld_0018.jpg,neutral
2915,Donald_Rumsfeld_0019.jpg,neutral
2916,Donald_Rumsfeld_0020.jpg,neutral
2917,Donald_Rumsfeld_0021.jpg,neutral
2918,Donald_Rumsfeld_0022.jpg,positive
2919,Donald_Rumsfeld_0023.jpg,neutral
2920,Donald_Rumsfeld_0024.jpg,neutral
2921,Donald_Rumsfeld_0025.jpg,neutral
2922,Donald_Rumsfeld_0026.jpg,neutral
2923,Donald_Rumsfeld_0027.jpg,negative
2924,Donald_Rumsfeld_0028.jpg,positive
2925,Donald_Rumsfeld_0029.jpg,neutral
2926,Donald_Rumsfeld_0030.jpg,neutral
2927,Donald_Rumsfeld_0031.jpg,neutral
2928,Donald_Rumsfeld_0032.jpg,neutral
2929,Donald_Rumsfeld_0033.jpg,neutral
2930,Donald_Rumsfeld_0034.jpg,neutral
2931,Donald_Rumsfeld_0035.jpg,neutral
2932,Donald_Rumsfeld_0036.jpg,positive
2933,Donald_Rumsfeld_0037.jpg,neutral
2934,Donald_Rumsfeld_0038.jpg,neutral
2935,Donald_Rumsfeld_0039.jpg,neutral
2936,Donald_Rumsfeld_0040.jpg,neutral
2937,Donald_Rumsfeld_0041.jpg,neutral
2938,Donald_Rumsfeld_0042.jpg,neutral
2939,Donald_Rumsfeld_0043.jpg,neutral
2940,Donald_Rumsfeld_0044.jpg,neutral
2941,Donald_Rumsfeld_0045.jpg,positive
2942,Donald_Rumsfeld_0046.jpg,neutral
2943,Donald_Rumsfeld_0047.jpg,positive
2944,Donald_Rumsfeld_0048.jpg,neutral
2945,Donald_Rumsfeld_0049.jpg,neutral
2946,Donald_Rumsfeld_0050.jpg,neutral
2947,Donald_Rumsfeld_0051.jpg,neutral
2948,Donald_Rumsfeld_0052.jpg,neutral
2949,Donald_Rumsfeld_0053.jpg,neutral
2950,Donald_Rumsfeld_0054.jpg,neutral
2951,Donald_Rumsfeld_0055.jpg,neutral
2952,Donald_Rumsfeld_0056.jpg,neutral
2953,Donald_Rumsfeld_0057.jpg,neutral
2954,Donald_Rumsfeld_0058.jpg,neutral
2955,Donald_Rumsfeld_0059.jpg,neutral
2956,Donald_Rumsfeld_0060.jpg,positive
2957,Donald_Rumsfeld_0061.jpg,neutral
2958,Donald_Rumsfeld_0062.jpg,neutral
2959,Donald_Rumsfeld_0063.jpg,neutral
2960,Donald_Rumsfeld_0064.jpg,neutral
2961,Donald_Rumsfeld_0065.jpg,neutral
2962,Donald_Rumsfeld_0066.jpg,neutral
2963,Donald_Rumsfeld_0067.jpg,neutral
2964,Donald_Rumsfeld_0068.jpg,positive
2965,Donald_Rumsfeld_0069.jpg,neutral
2966,Donald_Rumsfeld_0070.jpg,neutral
2967,Donald_Rumsfeld_0071.jpg,neutral
2968,Donald_Rumsfeld_0072.jpg,neutral
2969,Donald_Rumsfeld_0073.jpg,neutral
2970,Donald_Rumsfeld_0074.jpg,neutral
2971,Donald_Rumsfeld_0076.jpg,positive
2972,Donald_Rumsfeld_0077.jpg,neutral
2973,Donald_Rumsfeld_0078.jpg,neutral
2974,Donald_Rumsfeld_0079.jpg,neutral
2975,Donald_Rumsfeld_0080.jpg,neutral
2976,Donald_Rumsfeld_0081.jpg,neutral
2977,Donald_Rumsfeld_0082.jpg,neutral
2978,Donald_Rumsfeld_0083.jpg,neutral
2979,Donald_Rumsfeld_0084.jpg,neutral
2980,Donald_Rumsfeld_0085.jpg,neutral
2981,Donald_Rumsfeld_0086.jpg,neutral
2982,Donald_Rumsfeld_0087.jpg,neutral
2983,Donald_Rumsfeld_0088.jpg,neutral
2984,Donald_Rumsfeld_0089.jpg,positive
2985,Donald_Rumsfeld_0090.jpg,neutral
2986,Donald_Rumsfeld_0091.jpg,neutral
2987,Donald_Rumsfeld_0092.jpg,positive
2988,Donald_Rumsfeld_0093.jpg,neutral
2989,Donald_Rumsfeld_0094.jpg,positive
2990,Donald_Rumsfeld_0095.jpg,neutral
2991,Donald_Rumsfeld_0096.jpg,neutral
2992,Donald_Rumsfeld_0097.jpg,neutral
2993,Donald_Rumsfeld_0098.jpg,neutral
2994,Donald_Rumsfeld_0099.jpg,neutral
2995,Donald_Rumsfeld_0100.jpg,neutral
2996,Donald_Rumsfeld_0101.jpg,neutral
2997,Donald_Rumsfeld_0102.jpg,neutral
2998,Donald_Rumsfeld_0103.jpg,neutral
2999,Donald_Rumsfeld_0104.jpg,neutral
3000,Donald_Rumsfeld_0105.jpg,positive
3001,Donald_Rumsfeld_0106.jpg,positive
3002,Donald_Rumsfeld_0107.jpg,neutral
3003,Donald_Rumsfeld_0108.jpg,neutral
3004,Donald_Rumsfeld_0109.jpg,positive
3005,Donald_Rumsfeld_0110.jpg,positive
3006,Donald_Rumsfeld_0111.jpg,neutral
3007,Donald_Rumsfeld_0112.jpg,neutral
3008,Donald_Rumsfeld_0113.jpg,neutral
3009,Donald_Rumsfeld_0114.jpg,neutral
3010,Donald_Rumsfeld_0115.jpg,neutral
3011,Donald_Rumsfeld_0116.jpg,neutral
3012,Donald_Rumsfeld_0118.jpg,neutral
3013,Donald_Rumsfeld_0119.jpg,positive
3014,Donald_Rumsfeld_0120.jpg,positive
3015,Donald_Rumsfeld_0121.jpg,positive
3016,Donald_Trump_0001.jpg,neutral
3017,Donatella_Versace_0001.jpg,positive
3018,Donatella_Versace_0002.jpg,neutral
3019,Donatella_Versace_0003.jpg,positive
3020,Donna_Barrera_0001.jpg,neutral
3021,Donna_Brazile_0001.jpg,positive
3022,Donna_Morrissey_0001.jpg,neutral
3023,Donna_Ralston_0001.jpg,neutral
3024,Donna_Shalala_0001.jpg,positive
3025,Donna_Shalala_0002.jpg,positive
3026,Donna_Walker_0001.jpg,neutral
3027,Donny_Osmond_0001.jpg,positive
3028,Don_Boudria_0001.jpg,neutral
3029,Don_Carcieri_0001.jpg,positive
3030,Don_Flanagan_0001.jpg,positive
3031,Don_Henley_0001.jpg,neutral
3032,Don_Hewitt_0001.jpg,positive
3033,Don_King_0001.jpg,positive
3034,Don_Lake_0001.jpg,positive
3035,Don_Matthews_0001.jpg,neutral
3036,Don_Meredith_0001.jpg,positive
3037,Don_Nickles_0001.jpg,neutral
3038,Don_Nickles_0002.jpg,positive
3039,Don_Siegelman_0001.jpg,neutral
3040,Don_Siegelman_0002.jpg,neutral
3041,Don_Siegelman_0003.jpg,neutral
3042,Don_Siegelman_0004.jpg,neutral
3043,Dora_Bakoyianni_0001.jpg,positive
3044,Doris_Roberts_0001.jpg,neutral
3045,Doris_Roberts_0002.jpg,positive
3046,Doris_Roberts_0003.jpg,positive
3047,Doris_Schroeder_0001.jpg,positive
3048,Doris_Schroeder_0002.jpg,positive
3049,Doris_Schroeder_0003.jpg,positive
3050,Doris_Schroeder_0004.jpg,positive
3051,Dorothy_Lamour_0001.jpg,positive
3052,Dorothy_Loudon_0001.jpg,positive
3053,Dorothy_Wilson_0001.jpg,positive
3054,Dorthy_Moxley_0001.jpg,positive
3055,Dorthy_Moxley_0002.jpg,neutral
3056,Dot_Helms_0001.jpg,neutral
3057,Douglas_Gansler_0001.jpg,neutral
3058,Douglas_Meester_0001.jpg,positive
3059,Douglas_Paal_0001.jpg,positive
3060,Doug_Christie_0001.jpg,positive
3061,Doug_Collins_0001.jpg,neutral
3062,Doug_Collins_0002.jpg,negative
3063,Doug_Duncan_0001.jpg,neutral
3064,Doug_Duncan_0002.jpg,neutral
3065,Doug_Melvin_0001.jpg,neutral
3066,Doug_Melvin_0002.jpg,positive
3067,Doug_Melvin_0003.jpg,neutral
3068,Doug_Moe_0001.jpg,positive
3069,Doug_Racine_0001.jpg,neutral
3070,Doug_Wilson_0001.jpg,positive
3071,Dragan_Covic_0001.jpg,neutral
3072,Drew_Barrymore_0001.jpg,positive
3073,Drew_Barrymore_0002.jpg,neutral
3074,Drew_Bledsoe_0001.jpg,positive
3075,Drew_Gooden_0001.jpg,positive
3076,Duane_Barber_0001.jpg,positive
3077,Duane_Lee_Chapman_0001.jpg,neutral
3078,Duane_Lee_Chapman_0002.jpg,neutral
3079,Dudley_Rogers_0001.jpg,neutral
3080,Dule_Hill_0001.jpg,positive
3081,Duncan_Fletcher_0001.jpg,neutral
3082,Dunn_Lampton_0001.jpg,neutral
3083,Dustan_Mohr_0001.jpg,neutral
3084,Dustin_Brown_0001.jpg,positive
3085,Dustin_Hoffman_0001.jpg,neutral
3086,Dusty_Baker_0001.jpg,positive
3087,Du_Qinglin_0001.jpg,positive
3088,Dwain_Kyles_0001.jpg,neutral
3089,Dwayne_Johnson_0001.jpg,positive
3090,Dwayne_Johnson_0002.jpg,positive
3091,Dwayne_Wade_0001.jpg,positive
3092,Dwayne_Williams_0001.jpg,neutral
3093,Dyab_Abou_Jahjah_0001.jpg,neutral
3094,Dyana_Calub_0001.jpg,positive
3095,Earl_Campbell_0001.jpg,neutral
3096,Earl_Counter_0001.jpg,neutral
3097,Earl_Fritts_0001.jpg,neutral
3098,Earl_Scruggs_0001.jpg,positive
3099,Eddie_Compass_0001.jpg,neutral
3100,Eddie_Fenech_Adami_0001.jpg,neutral
3101,Eddie_Jordan_0001.jpg,positive
3102,Eddie_Lewis_0001.jpg,neutral
3103,Eddie_Lucio_0001.jpg,positive
3104,Eddie_Murray_0001.jpg,neutral
3105,Eddie_Sutton_0001.jpg,positive
3106,Eddie_Sutton_0002.jpg,neutral
3107,Eddy_Hartenstein_0001.jpg,neutral
3108,Eddy_Merckx_0001.jpg,positive
3109,Edgar_Savisaar_0001.jpg,positive
3110,Edie_Falco_0002.jpg,positive
3111,Edina_Batar_0001.jpg,neutral
3112,Edith_Masai_0001.jpg,neutral
3113,Edmund_Hillary_0001.jpg,positive
3114,Edmund_Hillary_0002.jpg,positive
3115,Edmund_Hillary_0003.jpg,neutral
3116,Edmund_Stoiber_0001.jpg,positive
3117,Edmund_Stoiber_0002.jpg,neutral
3118,Edmund_Stoiber_0003.jpg,positive
3119,Edmund_Stoiber_0004.jpg,positive
3120,Edmund_Stoiber_0005.jpg,positive
3121,Edmund_Stoiber_0006.jpg,positive
3122,Edmund_Stoiber_0007.jpg,positive
3123,Edmund_Stoiber_0008.jpg,positive
3124,Edmund_Stoiber_0009.jpg,neutral
3125,Edmund_Stoiber_0010.jpg,positive
3126,Edmund_Stoiber_0011.jpg,neutral
3127,Edmund_Stoiber_0012.jpg,neutral
3128,Edmund_Stoiber_0013.jpg,neutral
3129,Edouard_Michelin_0001.jpg,neutral
3130,Eduardo_Chillida_0001.jpg,neutral
3131,Eduardo_Duhalde_0001.jpg,neutral
3132,Eduardo_Duhalde_0003.jpg,positive
3133,Eduardo_Duhalde_0004.jpg,neutral
3134,Eduardo_Duhalde_0005.jpg,neutral
3135,Eduardo_Duhalde_0006.jpg,positive
3136,Eduardo_Duhalde_0007.jpg,neutral
3137,Eduardo_Duhalde_0008.jpg,positive
3138,Eduardo_Duhalde_0009.jpg,positive
3139,Eduardo_Duhalde_0010.jpg,neutral
3140,Eduardo_Duhalde_0011.jpg,positive
3141,Eduardo_Duhalde_0012.jpg,neutral
3142,Eduardo_Duhalde_0013.jpg,neutral
3143,Eduardo_Duhalde_0014.jpg,positive
3144,Eduardo_Fischer_0001.jpg,positive
3145,Eduardo_Romero_0001.jpg,neutral
3146,Eduard_Limonov_0001.jpg,positive
3147,Eduard_Shevardnadze_0001.jpg,neutral
3148,Eduard_Shevardnadze_0002.jpg,neutral
3149,Eduard_Shevardnadze_0003.jpg,neutral
3150,Eduard_Shevardnadze_0004.jpg,neutral
3151,Eduard_Shevardnadze_0005.jpg,neutral
3152,Edward_Albee_0001.jpg,neutral
3153,Edward_Arsenault_0001.jpg,neutral
3154,Edward_Belvin_0001.jpg,neutral
3155,Edward_Burns_0001.jpg,positive
3156,Edward_Egan_0001.jpg,neutral
3157,Edward_Flynn_0001.jpg,neutral
3158,Edward_James_Olmos_0001.jpg,neutral
3159,Edward_James_Olmos_0002.jpg,positive
3160,Edward_Johnson_0001.jpg,neutral
3161,Edward_Kennedy_0001.jpg,neutral
3162,Edward_Kennedy_0003.jpg,positive
3163,Edward_Lohn_0001.jpg,neutral
3164,Edward_Lu_0002.jpg,positive
3165,Edward_Lu_0003.jpg,positive
3166,Edward_Lu_0004.jpg,positive
3167,Edward_Lu_0005.jpg,positive
3168,Edward_Lu_0006.jpg,positive
3169,Edward_Norton_0001.jpg,positive
3170,Edward_Norton_0002.jpg,positive
3171,Edward_Said_0001.jpg,neutral
3172,Edward_Said_0002.jpg,positive
3173,Edward_Seaga_0001.jpg,positive
3174,Edwina_Currie_0001.jpg,positive
3175,Edwina_Currie_0002.jpg,positive
3176,Edwina_Currie_0003.jpg,positive
3177,Edwina_Currie_0004.jpg,positive
3178,Edwin_Edwards_0001.jpg,neutral
3179,Edwin_Edwards_0002.jpg,positive
3180,Edwin_Edwards_0003.jpg,neutral
3181,Ed_Book_0001.jpg,neutral
3182,Ed_Case_0001.jpg,positive
3183,Ed_Mekertichian_0001.jpg,neutral
3184,Ed_Rendell_0001.jpg,positive
3185,Ed_Rosenthal_0002.jpg,neutral
3186,Ed_Rosenthal_0003.jpg,positive
